schema_version,stop_id,course_id,course_name_ko,course_type_code,course_type_name_ko,region_ko,day_no,stop_no,time_slot_code,time_slot_name_ko,category_code,category_name_ko,place_name_ko,address_ko,duration_min,guide_note_ko
1,S03-D1-02,S03,담양 대숲·문화 당일코스,day_trip,단기코스,담양,1,2,lunch,점심,restaurant,맛집,담양 진우네국수 (국수거리),전라남도 담양군 담양읍 객사리 211-3,50,국수거리에서 간단한 점심
1,S03-D1-03,S03,담양 대숲·문화 당일코스,day_trip,단기코스,담양,1,3,afternoon,오후,attraction,관광명소,담양 메타세쿼이아길,전라남도 담양군 담양읍 메타세쿼이아로 12,70,가로수길 산책과 사진 촬영
1,S03-D1-04,S03,담양 대숲·문화 당일코스,day_trip,단기코스,담양,1,4,afternoon,오후,cultural_space,문화공간,담양 딜라이트 담양 (미디어아트),전라남도 담양군 담양읍 죽향문화로 35,80,미디어아트 실내 체험
1,S03-D1-05,S03,담양 대숲·문화 당일코스,day_trip,단기코스,담양,1,5,afternoon,오후,cafe,카페,담양 서가앤디저트 (한옥 카페),전라남도 담양군 담양읍 향교길 6-1,60,한옥 분위기에서 휴식
1,S04-D1-01,S04,목포 근대문화·해상경관 당일코스,day_trip,단기코스,목포,1,1,morning,오전,cultural_space,문화공간,목포 근대역사관 1관,전라남도 목포시 영산로29번길 6,70,목포 근대도시의 역사 이해
1,S04-D1-02,S04,목포 근대문화·해상경관 당일코스,day_trip,단기코스,목포,1,2,morning,오전,attraction,관광명소,목포 유달산 자락정원,전라남도 목포시 죽교동 산 27-3,60,유달산 자락의 정원 산책
1,S04-D1-03,S04,목포 근대문화·해상경관 당일코스,day_trip,단기코스,목포,1,3,lunch,점심,restaurant,맛집,목포 선창횟집 (민어회·낙지),전라남도 목포시 해안로 237,70,목포 해산물 식사
1,S04-D1-04,S04,목포 근대문화·해상경관 당일코스,day_trip,단기코스,목포,1,4,afternoon,오후,attraction,관광명소,목포해상케이블카 (북항승강장),전라남도 목포시 해양대학로 240,100,다도해와 도심 경관 감상
1,S04-D1-05,S04,목포 근대문화·해상경관 당일코스,day_trip,단기코스,목포,1,5,afternoon,오후,restaurant,맛집,목포 쑥꿀레 (향토 간식),전라남도 목포시 영산로74번길 22,40,목포 향토 간식 체험
1,S05-D1-01,S05,나주 역사·빛가람 당일코스,day_trip,단기코스,나주,1,1,morning,오전,cultural_space,문화공간,나주목 관아와 향교,전라남도 나주시 나주로 12,80,나주 읍성권의 역사 탐방
1,S05-D1-02,S05,나주 역사·빛가람 당일코스,day_trip,단기코스,나주,1,2,lunch,점심,restaurant,맛집,나주 하얀집 (나주곰탕 본점),전라남도 나주시 금성관길 13,60,나주곰탕으로 점심
1,S05-D1-03,S05,나주 역사·빛가람 당일코스,day_trip,단기코스,나주,1,3,afternoon,오후,cultural_space,문화공간,나주 국립나주박물관,전라남도 나주시 반남면 고분로 747,90,영산강 유역의 고대문화 관람
1,S05-D1-04,S05,나주 역사·빛가람 당일코스,day_trip,단기코스,나주,1,4,afternoon,오후,attraction,관광명소,나주 빛가람호수공원,전라남도 나주시 빛가람동 820,60,호수공원 산책
1,S05-D1-05,S05,나주 역사·빛가람 당일코스,day_trip,단기코스,나주,1,5,afternoon,오후,cafe,카페,나주 느티나무카페 (빛가람호수뷰),전라남도 나주시 빛가람로 667,60,호수 전망 휴식
1,S06-D1-01,S06,구례 산사·섬진강 당일코스,day_trip,단기코스,구례,1,1,morning,오전,attraction,관광명소,구례 지리산 화엄사,전라남도 구례군 마산면 화엄사로 539,100,지리산 산사와 문화재 관람
1,S06-D1-02,S06,구례 산사·섬진강 당일코스,day_trip,단기코스,구례,1,2,lunch,점심,restaurant,맛집,구례 평화식당 (육회비빔밥),전라남도 구례군 구례읍 봉서길 9,60,구례식 육회비빔밥 체험
1,S06-D1-03,S06,구례 산사·섬진강 당일코스,day_trip,단기코스,구례,1,3,afternoon,오후,attraction,관광명소,구례 사성암,전라남도 구례군 문척면 사성암길 303,80,섬진강 조망과 암자 탐방
1,S06-D1-04,S06,구례 산사·섬진강 당일코스,day_trip,단기코스,구례,1,4,afternoon,오후,cultural_space,문화공간,구례 섬진강 수달생태공원,전라남도 구례군 간전면 섬진강로 3254,70,섬진강 생태환경 관찰
1,S06-D1-05,S06,구례 산사·섬진강 당일코스,day_trip,단기코스,구례,1,5,afternoon,오후,cafe,카페,구례 무우루 (기와집 카페),전라남도 구례군 토지면 토지문학로 34,60,고택 분위기에서 휴식
1,S07-D1-01,S07,순창 산악·발효문화 당일코스,day_trip,단기코스,순창,1,1,morning,오전,attraction,관광명소,순창 강천산군립공원,전라북도 순창군 구림면 강천로 97,140,계곡과 산책로 중심 자연 체험
1,S07-D1-02,S07,순창 산악·발효문화 당일코스,day_trip,단기코스,순창,1,2,lunch,점심,restaurant,맛집,순창 전통순대집 (순창시장),전라북도 순창군 순창읍 장수길 20-1,60,전통시장 음식 체험
1,S07-D1-03,S07,순창 산악·발효문화 당일코스,day_trip,단기코스,순창,1,3,afternoon,오후,cultural_space,문화공간,순창 고추장민속마을,전라북도 순창군 순창읍 민속마을길 5-13,80,순창 발효음식 문화 탐방
1,S07-D1-04,S07,순창 산악·발효문화 당일코스,day_trip,단기코스,순창,1,4,afternoon,오후,attraction,관광명소,순창 채계산 출렁다리,전라북도 순창군 적성면 마실로 1216,90,출렁다리와 산악 경관 감상
1,S07-D1-05,S07,순창 산악·발효문화 당일코스,day_trip,단기코스,순창,1,5,afternoon,오후,cafe,카페,순창 화수목카페 (정원 카페),전라북도 순창군 순창읍 경천로 63-8,60,정원 카페에서 휴식
1,N01-D1-01,N01,광주·담양 문화감성 1박 2일,overnight_2d1n,1박2일,광주·담양,1,1,morning,오전,attraction,관광명소,전남광주통합특별시청 야외광장,광주광역시 서구 내방로 111,50,도시 중심 야외광장 산책
1,N01-D1-02,N01,광주·담양 문화감성 1박 2일,overnight_2d1n,1박2일,광주·담양,1,2,afternoon,오후,cultural_space,문화공간,광주 acc 국립아시아문화전당,전남광주 동구 광산동 113,150,아시아 문화예술 콘텐츠 관람
1,N01-D2-01,N01,광주·담양 문화감성 1박 2일,overnight_2d1n,1박2일,광주·담양,2,1,morning,오전,attraction,관광명소,담양 죽녹원,전라남도 담양군 담양읍 죽향문화로 365,100,대숲 산책으로 둘째 날 시작
1,N01-D2-02,N01,광주·담양 문화감성 1박 2일,overnight_2d1n,1박2일,광주·담양,2,2,lunch,점심,restaurant,맛집,담양 진우네국수 (국수거리),전라남도 담양군 담양읍 객사리 211-3,50,국수거리 점심
1,N01-D2-03,N01,광주·담양 문화감성 1박 2일,overnight_2d1n,1박2일,광주·담양,2,3,afternoon,오후,attraction,관광명소,담양 메타세쿼이아길,전라남도 담양군 담양읍 메타세쿼이아로 12,70,가로수길 산책
1,N01-D2-04,N01,광주·담양 문화감성 1박 2일,overnight_2d1n,1박2일,광주·담양,2,4,afternoon,오후,cultural_space,문화공간,담양 담빛예술창고,전라남도 담양군 담양읍 객사리 242-1,70,지역 문화예술 공간 관람
1,N01-D2-05,N01,광주·담양 문화감성 1박 2일,overnight_2d1n,1박2일,광주·담양,2,5,afternoon,오후,cafe,카페,담양 카페진우네,전라남도 담양군 담양읍 객사리 213,50,담양 여행 마무리
1,N02-D1-01,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,1,1,morning,오전,attraction,관광명소,순천만국가정원 및 습지,전라남도 순천시 국가정원1호길 47,160,순천 대표 생태관광
1,N02-D1-02,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,1,2,lunch,점심,restaurant,맛집,순천 대원식당 (남도 한정식),전라남도 순천시 장천3길 13-11,70,남도 한정식 식사
1,N02-D1-03,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,1,3,afternoon,오후,cultural_space,문화공간,순천 드라마촬영장,전라남도 순천시 비례골길 37,90,시대별 세트장 탐방
1,N02-D1-04,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,1,4,afternoon,오후,cafe,카페,순천 브루웍스 (복합문화카페),전라남도 순천시 역전길 61,60,도심 문화공간 휴식
1,N02-D2-01,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,2,1,morning,오전,cultural_space,문화공간,여수 아쿠아플라넷 여수,전라남도 여수시 오동도로 61-11,120,해양생물 관람
1,N02-D2-02,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,2,2,afternoon,오후,attraction,관광명소,여수 오동도,전라남도 여수시 수정동 산소서로,90,오동도 해안 산책
1,N02-D2-03,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,2,3,lunch,점심,restaurant,맛집,여수 진남횟집 (돌문어삼합),전라남도 여수시 돌산읍 돌산로 3415,70,여수 해산물 식사
1,N02-D2-04,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,2,4,afternoon,오후,attraction,관광명소,여수 이순신광장 및 거북선,전라남도 여수시 중앙동 385,60,역사광장 탐방
1,N02-D2-05,N02,순천·여수 남도대표 1박 2일,overnight_2d1n,1박2일,순천·여수,2,5,afternoon,오후,cafe,카페,여수 모이핀 (오션뷰 대형카페),전라남도 여수시 돌산읍 무술목길 50,70,오션뷰 휴식
1,N03-D1-01,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,1,1,morning,오전,attraction,관광명소,구례 지리산 화엄사,전라남도 구례군 마산면 화엄사로 539,100,지리산 산사 탐방
1,N03-D1-02,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,1,2,lunch,점심,restaurant,맛집,구례 평화식당 (육회비빔밥),전라남도 구례군 구례읍 봉서길 9,60,구례 향토음식 체험
1,N03-D1-03,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,1,3,afternoon,오후,attraction,관광명소,구례 사성암,전라남도 구례군 문척면 사성암길 303,80,섬진강 조망
1,N03-D1-04,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,1,4,afternoon,오후,cafe,카페,구례 무우루 (기와집 카페),전라남도 구례군 토지면 토지문학로 34,60,기와집 카페 휴식
1,N03-D2-01,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,2,1,morning,오전,attraction,관광명소,순천 낙안읍성,전라남도 순천시 낙안읍성 민속마을,120,전통 읍성마을 탐방
1,N03-D2-02,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,2,2,morning,오전,cultural_space,문화공간,순천 뿌리깊은나무박물관,전라남도 순천시 낙안면 민속마을길 45,70,한글·민속문화 관람
1,N03-D2-03,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,2,3,lunch,점심,restaurant,맛집,순천 대원식당 (남도 한정식),전라남도 순천시 장천3길 13-11,70,남도 한정식 식사
1,N03-D2-04,N03,구례·순천 전통문화 1박 2일,overnight_2d1n,1박2일,구례·순천,2,4,afternoon,오후,cafe,카페,순천 선암사 토담카페 (전통찻집),전라남도 순천시 승주읍 선암사길 450,60,전통차와 함께 휴식
1,N04-D1-01,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,1,1,morning,오전,cultural_space,문화공간,목포 자연사박물관,전라남도 목포시 남농로 135,100,자연사·지역생태 전시 관람
1,N04-D1-02,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,1,2,lunch,점심,restaurant,맛집,목포 선창횟집 (민어회·낙지),전라남도 목포시 해안로 237,70,목포 해산물 식사
1,N04-D1-03,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,1,3,afternoon,오후,cultural_space,문화공간,목포 근대역사관 1관,전라남도 목포시 영산로29번길 6,70,근대항구도시 역사 탐방
1,N04-D1-04,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,1,4,afternoon,오후,attraction,관광명소,목포해상케이블카 (북항승강장),전라남도 목포시 해양대학로 240,100,목포 해상경관 감상
1,N04-D1-05,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,1,5,afternoon,오후,cafe,카페,목포 코롬바스빵집 (제과 카페),전라남도 목포시 영산로75번길 7,45,지역 제과점 방문
1,N04-D2-01,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,2,1,morning,오전,cultural_space,문화공간,나주 국립나주박물관,전라남도 나주시 반남면 고분로 747,90,영산강 유역 고대문화 관람
1,N04-D2-02,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,2,2,lunch,점심,restaurant,맛집,나주 송현불고기,전라남도 나주시 영산포로 172-1,60,나주 지역 음식 체험
1,N04-D2-03,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,2,3,afternoon,오후,attraction,관광명소,나주 영상테마파크,전라남도 나주시 공산면 덕음로 450,90,시대극 촬영 공간 탐방
1,N04-D2-04,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,2,4,afternoon,오후,cultural_space,문화공간,나주목 관아와 향교,전라남도 나주시 나주로 12,80,나주 역사도심 산책
1,N04-D2-05,N04,목포·나주 역사미식 1박 2일,overnight_2d1n,1박2일,목포·나주,2,5,afternoon,오후,attraction,관광명소,나주 빛가람호수공원,전라남도 나주시 빛가람동 820,60,호수공원에서 마무리
1,N05-D1-01,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,1,1,morning,오전,attraction,관광명소,담양 죽녹원,전라남도 담양군 담양읍 죽향문화로 365,100,대나무 숲길 산책
1,N05-D1-02,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,1,2,lunch,점심,restaurant,맛집,담양 담양창평국밥,전라남도 담양군 창평면 시장길 14,60,창평 지역 음식 체험
1,N05-D1-03,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,1,3,afternoon,오후,attraction,관광명소,담양 메타세쿼이아길,전라남도 담양군 담양읍 메타세쿼이아로 12,70,메타세쿼이아 가로수길 산책
1,N05-D1-04,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,1,4,afternoon,오후,cultural_space,문화공간,담양 딜라이트 담양 (미디어아트),전라남도 담양군 담양읍 죽향문화로 35,80,미디어아트 체험
1,N05-D2-01,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,2,1,morning,오전,attraction,관광명소,순창 강천산군립공원,전라북도 순창군 구림면 강천로 97,140,강천산 자연 산책
1,N05-D2-02,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,2,2,lunch,점심,restaurant,맛집,순창 전통순대집 (순창시장),전라북도 순창군 순창읍 장수길 20-1,60,시장 음식 체험
1,N05-D2-03,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,2,3,afternoon,오후,cultural_space,문화공간,순창 고추장민속마을,전라북도 순창군 순창읍 민속마을길 5-13,80,발효음식 문화 탐방
1,N05-D2-04,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,2,4,afternoon,오후,attraction,관광명소,순창 채계산 출렁다리,전라북도 순창군 적성면 마실로 1216,90,산악 경관 감상
1,N05-D2-05,N05,담양·순창 자연미식 1박 2일,overnight_2d1n,1박2일,담양·순창,2,5,afternoon,오후,cafe,카페,순창 화수목카페 (정원 카페),전라북도 순창군 순창읍 경천로 63-8,60,정원에서 여행 마무리
